ABEV3	3.317473134993785e-06
BBSE3	2.734061381456852e-07
BVMF3	5.4783570103892706e-06
BRML3	-4.074932327792931e-07
BBDC3	1.966877873664141e-06
BBDC4	2.9869005158615913e-06
BRAP4	3.222112524713784e-06
BBAS3	2.927278360956227e-06
BRKM5	7.486332880090146e-06
BRFS3	4.452233813093434e-06
CCRO3	1.8354637419616023e-06
CMIG4	-2.027974429425366e-06
CIEL3	-3.6739447711879236e-06
CPLE6	-2.7255976502154923e-06
CSAN3	1.1467928840128419e-06
CPFE3	1.185802939478157e-06
CYRE3	1.3591751338870548e-06
ECOR3	7.148414272110319e-06
ELET3	7.537961587718341e-06
ELET6	5.621540865559951e-06
EMBR3	-1.749280656382155e-06
ENBR3	2.4429125031745e-06
EGIE3	6.142017801267649e-07
EQTL3	2.3467948741217842e-06
ESTC3	1.2450637653042673e-05
FIBR3	1.1008460368658267e-05
GGBR4	1.2494447652830366e-06
GOAU4	2.5254066311868186e-06
HYPE3	3.4326888903140103e-06
ITSA4	3.1277754806533143e-06
ITUB4	2.983573792749232e-06
JBSS3	-2.8756891127086385e-06
KLBN11	5.705649732272472e-06
KROT3	6.814062281782611e-06
RENT3	6.2629425079442e-06
LAME4	2.7922730156565356e-06
LREN3	6.008885805448838e-06
MRFG3	2.6785863077163985e-06
MRVE3	-7.07570892679752e-07
MULT3	2.7381914327557776e-06
NATU3	3.140542185960856e-06
PCAR4	4.888077500094365e-06
PETR3	4.233013345850091e-06
PETR4	4.75944174616131e-06
QUAL3	1.0780809153050634e-05
RADL3	5.538587244049007e-06
RAIL3	8.289713908516746e-06
SBSP3	1.7536927455754483e-07
SANB11	4.803495657914953e-07
CSNA3	5.124044895782699e-07
TAEE11	-3.1046663694683696e-07
VIVT4	2.1135011585519914e-06
TIMP3	3.517576133614468e-06
UGPA3	2.498434671890183e-06
USIM5	1.5251309830927878e-05
VALE3	2.516910159760588e-06
WEGE3	5.355630038452657e-06
