ABEV3	-3.5271078517369605e-07
BBSE3	3.3072087656470277e-07
BVMF3	1.1137145964809672e-06
BRML3	1.784112689789169e-06
BBDC3	1.0267679610239147e-06
BBDC4	1.3126131782838377e-06
BRAP4	7.2546642168477885e-06
BBAS3	3.7631185195616828e-06
BRKM5	4.321698218011524e-06
BRFS3	-2.9082094139560644e-06
CCRO3	6.927309427830961e-07
CMIG4	1.644923390663563e-06
CIEL3	-1.091911973101146e-06
CPLE6	-3.019178352950822e-07
CSAN3	8.946945502741043e-07
CPFE3	1.0614467848868844e-06
CYRE3	2.3477510213692614e-06
ECOR3	1.3617690047792733e-06
ELET3	-1.8572029816385158e-06
EMBR3	2.2037929042533358e-06
ENBR3	-4.0231718060843383e-07
EGIE3	-9.332312885970974e-07
EQTL3	1.5365919422003754e-06
ESTC3	7.590035224672831e-08
FIBR3	3.02325159108014e-06
GGBR4	2.0232654856486487e-06
GOAU4	3.0153248284848137e-06
HYPE3	1.2812039847806575e-06
ITSA4	1.1808834043975485e-06
ITUB4	8.001718337097257e-07
JBSS3	-1.8545496360653412e-06
KLBN11	-6.864460449535688e-07
KROT3	2.8953910025709134e-07
RENT3	1.2017594449587294e-06
LAME4	-1.4643983904100054e-06
LREN3	1.369185498496775e-06
MRFG3	1.440436249636671e-06
MRVE3	2.032509097919066e-06
MULT3	1.5553001194402452e-06
NATU3	-3.036640850917248e-07
PCAR4	1.9131830992515717e-06
PETR3	7.51630604957019e-07
PETR4	1.963445035316868e-06
QUAL3	-3.2617604977945956e-07
RADL3	4.6278185976682235e-07
SBSP3	1.6984101215438272e-06
SANB11	1.4435072496349496e-06
CSNA3	6.717417272886388e-07
SMLE3	3.0003856861516287e-06
SUZB5	3.441256895774877e-06
VIVT4	-2.802931955423845e-07
TIMP3	2.231320103911537e-06
UGPA3	-2.5605143836957434e-07
USIM5	2.403577159870746e-06
VALE3	5.286005931312576e-06
VALE5	6.299742798709566e-06
WEGE3	1.0233749886737045e-06
