ABEV3	-2.5744448124272225e-06
BBSE3	2.2922281197016866e-06
BVMF3	1.7115783407604052e-06
BRML3	2.381588214459993e-06
BBDC3	4.406200285999144e-06
BBDC4	5.733963709264141e-06
BRAP4	1.4877417014254544e-05
BBAS3	1.1217523085588893e-05
BRKM5	1.1293061135358334e-05
BRFS3	-1.3056306234898987e-07
CCRO3	2.0165485522644365e-06
CMIG4	6.782177365013682e-06
CTIP3	1.817101089537705e-06
CIEL3	-2.6290507504257393e-06
CPLE6	4.763352566468478e-06
CSAN3	3.5087802981137486e-06
CPFE3	5.779424249994067e-06
CYRE3	3.827911365837176e-06
ECOR3	2.5988954102614146e-06
ELET3	1.91639718744043e-05
EMBR3	-1.078040323196967e-06
ENBR3	1.2985901352459774e-06
EQTL3	3.618334397443825e-06
ESTC3	3.02831112797787e-06
FIBR3	1.0219156528846337e-06
GGBR4	1.4173269921308139e-05
GOAU4	1.9550412525088905e-05
HYPE3	-5.732378047646874e-07
ITSA4	4.628737105543622e-06
ITUB4	4.7369247221057385e-06
JBSS3	4.035251452284317e-06
KLBN11	-2.28612926013066e-08
KROT3	2.703189736329034e-06
RENT3	3.224180722145756e-06
LAME4	3.1635621763136225e-06
LREN3	1.549618565218923e-06
MRFG3	7.91156627852361e-07
MRVE3	2.25983095027677e-06
MULT3	2.017963128859934e-06
NATU3	1.5129187090541537e-06
PCAR4	6.8397215573530544e-06
PETR3	1.0983974767397416e-05
PETR4	1.3502199307697105e-05
QUAL3	4.525946009108294e-06
RADL3	6.924670053394176e-07
RUMO3	6.4688421551631575e-06
SBSP3	3.197482790835684e-06
SANB11	1.0877123015358363e-05
CSNA3	1.1666554722930061e-05
SMLE3	3.0010653346886376e-06
SUZB5	1.2095615453712196e-06
VIVT4	1.5810023167537364e-06
TIMP3	4.413798938519904e-06
UGPA3	3.0195621818020237e-07
USIM5	2.0000527867564125e-05
VALE3	1.0602674999404774e-05
VALE5	1.4240761450201285e-05
WEGE3	2.0058775325088258e-06
