ABEV3	5.812959818073138e-08
BBSE3	4.5791381331626344e-08
BVMF3	-1.7132404175664693e-07
BRML3	-1.5176700745427156e-07
BBDC3	-1.0054899132348543e-08
BBDC4	-3.74307011630037e-08
BRAP4	4.268988657261142e-07
BBAS3	-1.703062200717172e-08
BRKM5	-1.8742830524114276e-07
BRFS3	2.7057288060768413e-07
CCRO3	-1.1697670570034533e-07
CMIG4	1.67507094833039e-07
CESP6	1.6020281099867106e-07
CTIP3	-1.490658156246749e-07
CIEL3	1.4171089513409726e-07
CPLE6	2.761786942090456e-07
CSAN3	-2.014193745100415e-07
CPFE3	-1.4003670649648181e-07
CYRE3	1.5590542457631387e-08
ECOR3	1.118461393129617e-07
EMBR3	9.735245140723095e-08
ENBR3	-4.481521968573581e-08
EQTL3	-1.372139403533187e-07
ESTC3	2.5728335201840377e-07
FIBR3	3.625694876365951e-07
GGBR4	1.1301053536179047e-07
GOAU4	4.826014831127711e-07
HYPE3	-4.1835667929352457e-07
ITSA4	1.339517677064284e-08
ITUB4	-3.939587579086494e-08
JBSS3	3.443833206302318e-07
KLBN11	1.3079676187869351e-07
KROT3	-8.333967939943627e-08
RENT3	-8.886525298414958e-08
LAME4	2.478527678780687e-09
LREN3	-9.846092571178585e-09
MRFG3	4.4401172259824687e-08
MRVE3	-3.631010282780129e-07
MULT3	-1.2149464678511823e-07
NATU3	-9.393222174374141e-08
PCAR4	1.7867533137721692e-07
PETR3	2.815568310610579e-08
PETR4	8.896965438549584e-08
QUAL3	1.194187665592207e-07
RADL3	-1.60609151755185e-07
RUMO3	6.765775475115012e-07
SBSP3	-2.950645925883251e-07
SANB11	-1.2029010114996358e-07
CSNA3	-3.604959070222952e-07
SMLE3	-1.9045145059921764e-07
SUZB5	1.8261335764451276e-07
VIVT4	-1.1585662546444281e-08
TIMP3	1.3173708055304346e-07
TBLE3	-4.242346130875993e-08
UGPA3	4.6621753861838e-08
USIM5	6.731769024145939e-07
VALE3	2.871322557993747e-07
VALE5	3.3557849727760175e-07
WEGE3	7.798564471669181e-08
