ABEV3	8.523007349508822e-07
BBSE3	-1.3513630342355535e-07
BVMF3	1.5846642944725916e-06
BRML3	-4.6464996690849506e-08
BBDC3	1.2530364600567177e-07
BBDC4	2.4546128377408125e-07
BRAP4	2.3098767085451816e-06
BBAS3	6.97043843858411e-07
BRKM5	2.0962236311994845e-06
BRFS3	-8.854342431631327e-07
CCRO3	3.8250059693223375e-07
CMIG4	-7.964502942642314e-07
CIEL3	-1.7965097127469405e-06
CPLE6	-1.4025994707227113e-06
CSAN3	-6.018070561727474e-07
CPFE3	6.000802421934356e-07
CYRE3	6.550625546363533e-07
ECOR3	1.8424182768764347e-06
ELET3	-1.78346133568386e-06
ELET6	-1.6149238032863198e-06
EMBR3	-2.0130621777391776e-07
ENBR3	2.378625884237221e-07
EGIE3	-3.002195839167921e-07
EQTL3	5.045973661437091e-07
ESTC3	2.706917099598021e-06
FIBR3	2.9175274522239048e-06
GGBR4	-5.52839745614504e-07
GOAU4	2.2099549413956932e-07
HYPE3	1.0082238295770898e-06
ITSA4	8.305093040923219e-07
ITUB4	6.43243011163786e-07
JBSS3	-2.7373514259296844e-06
KLBN11	6.597319439140299e-07
KROT3	1.4123277593405604e-06
RENT3	2.3817565477001344e-06
LAME4	-5.032730454972406e-07
LREN3	1.8207689251255845e-06
MRFG3	9.282139569292141e-07
MRVE3	6.655753690497826e-07
MULT3	9.339760589317104e-07
NATU3	6.304723087185185e-07
PCAR4	2.029399674342945e-06
PETR3	-8.840244886024189e-07
PETR4	-4.721119362270623e-07
QUAL3	4.199694271631839e-06
RADL3	1.2346880485384549e-06
RAIL3	1.4201946136440265e-06
SBSP3	1.767672587579299e-07
SANB11	-1.6385644925533509e-07
CSNA3	-2.1961511699548294e-06
TAEE11	4.2917266282228264e-07
VIVT4	4.869117669247009e-07
TIMP3	1.7103475549676482e-06
UGPA3	7.3527840019414e-07
USIM5	3.3241974307149675e-06
VALE3	1.0783242002526517e-06
WEGE3	1.6752789035042164e-06
